Auction Number,Price,Bid,Name,Time
957,"427,450,000 ₮","1,000,000 ₮",С. Г***Р,11:26:31
956,"426,450,000 ₮","50,000 ₮",Б. Б***А,11:24:37
955,"426,400,000 ₮","50,000 ₮",Н. Э***С,11:24:21
954,"426,350,000 ₮","50,000 ₮",С. Г***Р,11:24:11
953,"426,300,000 ₮","50,000 ₮",Б. Б***А,11:22:16
952,"426,250,000 ₮","50,000 ₮",С. Г***Р,11:20:23
951,"426,200,000 ₮","50,000 ₮",Б. Б***А,11:19:39
950,"426,150,000 ₮","100,000 ₮",Б. Б***Н,11:17:46
949,"426,050,000 ₮","50,000 ₮",С. Г***Р,11:16:09
948,"426,000,000 ₮","1,000,000 ₮",Б. Б***Н,11:15:05
947,"425,000,000 ₮","50,000 ₮",С. Г***Р,11:13:28
946,"424,950,000 ₮","50,000 ₮",Б. Б***А,11:12:40
945,"424,900,000 ₮","300,000 ₮",Б. Б***Ч,11:12:37
944,"424,600,000 ₮","50,000 ₮",Б. Б***А,11:12:22
943,"424,550,000 ₮","50,000 ₮",Б. Б***Ч,11:12:17
942,"424,500,000 ₮","50,000 ₮",Б. Б***А,11:11:44
941,"424,450,000 ₮","50,000 ₮",Д. О***Р,11:11:29
940,"424,400,000 ₮","100,000 ₮",Ц. Б***Л,11:11:16
939,"424,300,000 ₮","50,000 ₮",Б. Б***А,11:10:56
938,"424,250,000 ₮","50,000 ₮",С. Г***Р,11:10:30
937,"424,200,000 ₮","50,000 ₮",Б. Б***А,11:10:25
936,"424,150,000 ₮","50,000 ₮",С. Г***Р,11:08:32
935,"424,100,000 ₮","1,000,000 ₮",Ц. О***Л,11:06:44
934,"423,100,000 ₮","50,000 ₮",Д. О***Р,11:06:22
933,"423,050,000 ₮","50,000 ₮",С. Г***Р,11:06:17
932,"423,000,000 ₮","50,000 ₮",Б. Б***А,11:06:10
931,"422,950,000 ₮","50,000 ₮",С. Г***Р,11:06:04
930,"422,900,000 ₮","50,000 ₮",Б. Б***А,11:05:42
929,"422,850,000 ₮","50,000 ₮",С. Г***Р,11:05:37
928,"422,800,000 ₮","50,000 ₮",Б. Б***А,11:05:21
927,"422,750,000 ₮","50,000 ₮",С. Г***Р,11:05:16
926,"422,700,000 ₮","50,000 ₮",Б. Б***А,11:05:10
925,"422,650,000 ₮","50,000 ₮",С. Г***Р,11:04:54
924,"422,600,000 ₮","50,000 ₮",Ц. О***Л,11:04:53
923,"422,550,000 ₮","50,000 ₮",Б. Б***А,11:02:58
922,"422,500,000 ₮","100,000 ₮",С. Г***Р,11:02:37
921,"422,400,000 ₮","500,000 ₮",Н. Э***С,11:02:22
920,"421,900,000 ₮","50,000 ₮",Б. Б***А,11:00:57
919,"421,850,000 ₮","50,000 ₮",С. Г***Р,10:59:10
918,"421,800,000 ₮","50,000 ₮",Т. Б***А,10:58:55
917,"421,750,000 ₮","50,000 ₮",С. Г***Р,10:58:16
916,"421,700,000 ₮","50,000 ₮",Д. О***Р,10:57:55
915,"421,650,000 ₮","50,000 ₮",Б. Б***А,10:56:32
914,"421,600,000 ₮","50,000 ₮",С. Г***Р,10:54:41
913,"421,550,000 ₮","50,000 ₮",Ж. Э***Д,10:53:34
912,"421,500,000 ₮","50,000 ₮",С. Г***Р,10:53:03
911,"421,450,000 ₮","50,000 ₮",Ц. О***Л,10:52:44
910,"421,400,000 ₮","50,000 ₮",Ц. Х***А,10:51:05
909,"421,350,000 ₮","50,000 ₮",Б. Б***А,10:50:10
908,"421,300,000 ₮","50,000 ₮",Д. О***Р,10:49:56
907,"421,250,000 ₮","50,000 ₮",С. Г***Р,10:49:54
906,"421,200,000 ₮","50,000 ₮",Б. Б***А,10:48:00
905,"421,150,000 ₮","50,000 ₮",С. Г***Р,10:47:48
904,"421,100,000 ₮","50,000 ₮",Б. Б***А,10:47:46
903,"421,050,000 ₮","50,000 ₮",С. Г***Р,10:46:52
902,"421,000,000 ₮","50,000 ₮",М. Х***Н,10:46:28
901,"420,950,000 ₮","50,000 ₮",С. Г***Р,10:46:05
900,"420,900,000 ₮","50,000 ₮",Ц. О***Л,10:45:48
899,"420,850,000 ₮","50,000 ₮",С. Г***Р,10:45:45
898,"420,800,000 ₮","50,000 ₮",Ц. О***Л,10:45:40
897,"420,750,000 ₮","50,000 ₮",С. Г***Р,10:45:30
896,"420,700,000 ₮","50,000 ₮",Ц. О***Л,10:45:26
895,"420,650,000 ₮","50,000 ₮",С. Г***Р,10:44:39
894,"420,600,000 ₮","50,000 ₮",Ц. О***Л,10:44:20
893,"420,550,000 ₮","100,000 ₮",Г. А***Д,10:43:36
892,"420,450,000 ₮","50,000 ₮",Д. Ц***Р,10:42:57
891,"420,400,000 ₮","50,000 ₮",Д. О***Р,10:42:48
890,"420,350,000 ₮","50,000 ₮",Б. Б***А,10:42:33
889,"420,300,000 ₮","1,000,000 ₮",С. Г***Р,10:42:28
888,"419,300,000 ₮","50,000 ₮",Б. Б***А,10:40:34
887,"419,250,000 ₮","50,000 ₮",С. Г***Р,10:40:20
886,"419,200,000 ₮","50,000 ₮",Б. Б***А,10:40:13
885,"419,150,000 ₮","50,000 ₮",С. Г***Р,10:39:50
884,"419,100,000 ₮","50,000 ₮",Б. Б***А,10:39:17
883,"419,050,000 ₮","50,000 ₮",С. Г***Р,10:38:50
882,"419,000,000 ₮","50,000 ₮",Б. Б***А,10:38:45
881,"418,950,000 ₮","50,000 ₮",С. Г***Р,10:38:25
880,"418,900,000 ₮","500,000 ₮",Г. Э***Г,10:38:22
879,"418,400,000 ₮","50,000 ₮",С. Г***Р,10:37:55
878,"418,350,000 ₮","50,000 ₮",Ц. О***Л,10:37:50
877,"418,300,000 ₮","50,000 ₮",С. Г***Р,10:37:42
876,"418,250,000 ₮","50,000 ₮",Б. Б***А,10:37:31
875,"418,200,000 ₮","1,000,000 ₮",С. Г***Р,10:37:15
874,"417,200,000 ₮","50,000 ₮",Ц. О***Л,10:37:15
873,"417,150,000 ₮","50,000 ₮",Б. Б***А,10:36:53
872,"417,100,000 ₮","50,000 ₮",С. Г***Р,10:35:48
871,"417,050,000 ₮","50,000 ₮",Б. Б***А,10:35:39
870,"417,000,000 ₮","50,000 ₮",С. Г***Р,10:35:33
869,"416,950,000 ₮","50,000 ₮",Б. Б***А,10:35:19
868,"416,900,000 ₮","50,000 ₮",С. Б***Х,10:35:14
867,"416,850,000 ₮","50,000 ₮",С. Г***Р,10:35:13
866,"416,800,000 ₮","50,000 ₮",Ц. О***Л,10:35:09
865,"416,750,000 ₮","50,000 ₮",С. Г***Р,10:35:00
864,"416,700,000 ₮","50,000 ₮",Б. Б***А,10:34:53
863,"416,650,000 ₮","50,000 ₮",С. Г***Р,10:34:21
862,"416,600,000 ₮","50,000 ₮",Б. Б***А,10:34:16
861,"416,550,000 ₮","50,000 ₮",С. Г***Р,10:33:19
860,"416,500,000 ₮","50,000 ₮",Н. Э***С,10:33:15
859,"416,450,000 ₮","50,000 ₮",С. Г***Р,10:32:45
858,"416,400,000 ₮","50,000 ₮",Б. Б***А,10:32:24
857,"416,350,000 ₮","50,000 ₮",С. Г***Р,10:32:14
856,"416,300,000 ₮","50,000 ₮",Б. Б***А,10:30:38
855,"416,250,000 ₮","100,000 ₮",Н. Э***С,10:30:29
854,"416,150,000 ₮","50,000 ₮",Ч. Б***Т,10:30:28
853,"416,100,000 ₮","50,000 ₮",Б. Б***А,10:29:30
852,"416,050,000 ₮","300,000 ₮",З. О***Р,10:28:50
851,"415,750,000 ₮","300,000 ₮",Б. Н***Н,10:28:44
850,"415,450,000 ₮","50,000 ₮",Д. О***Р,10:28:33
849,"415,400,000 ₮","300,000 ₮",Б. Н***Н,10:28:26
848,"415,100,000 ₮","50,000 ₮",Б. Б***А,10:27:43
847,"415,050,000 ₮","50,000 ₮",Ц. О***Л,10:27:24
846,"415,000,000 ₮","1,000,000 ₮",Н. Э***С,10:26:39
845,"414,000,000 ₮","50,000 ₮",Б. Б***А,10:25:47
844,"413,950,000 ₮","50,000 ₮",С. Г***Р,10:24:43
843,"413,900,000 ₮","1,000,000 ₮",Н. Э***С,10:22:47
842,"412,900,000 ₮","50,000 ₮",Ч. Б***Т,10:22:27
841,"412,850,000 ₮","50,000 ₮",Ц. О***Л,10:21:34
840,"412,800,000 ₮","50,000 ₮",Т. Б***А,10:21:15
839,"412,750,000 ₮","1,000,000 ₮",Ц. О***Л,10:21:14
838,"411,750,000 ₮","500,000 ₮",Б. Б***А,10:21:09
837,"411,250,000 ₮","50,000 ₮",Ц. О***Л,10:21:02
836,"411,200,000 ₮","50,000 ₮",Б. Б***А,10:20:18
835,"411,150,000 ₮","50,000 ₮",Н. Э***С,10:20:13
834,"411,100,000 ₮","50,000 ₮",Б. Б***А,10:20:06
833,"411,050,000 ₮","50,000 ₮",Н. Э***С,10:20:03
832,"411,000,000 ₮","50,000 ₮",Ц. О***Л,10:19:58
831,"410,950,000 ₮","50,000 ₮",Б. Б***А,10:19:38
830,"410,900,000 ₮","50,000 ₮",Ц. О***Л,10:18:25
829,"410,850,000 ₮","50,000 ₮",Ч. Б***Т,10:17:59
828,"410,800,000 ₮","50,000 ₮",С. Г***Р,10:17:52
827,"410,750,000 ₮","500,000 ₮",С. Э***Р,10:17:33
826,"410,250,000 ₮","50,000 ₮",Ц. О***Л,10:17:13
825,"410,200,000 ₮","1,000,000 ₮",Н. Э***С,10:15:27
824,"409,200,000 ₮","50,000 ₮",Ч. Б***Т,10:15:23
823,"409,150,000 ₮","50,000 ₮",Д. Л***Н,10:14:59
822,"409,100,000 ₮","1,000,000 ₮",С. Г***Р,10:14:40
821,"408,100,000 ₮","1,000,000 ₮",Г. А***Д,10:14:17
820,"407,100,000 ₮","50,000 ₮",Д. О***Р,10:14:13
819,"407,050,000 ₮","1,000,000 ₮",Г. А***Д,10:13:05
818,"406,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:12:59
817,"405,050,000 ₮","1,000,000 ₮",Г. А***Д,10:12:40
816,"404,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:12:35
815,"403,050,000 ₮","1,000,000 ₮",С. Г***Р,10:12:15
814,"402,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:12:09
813,"401,050,000 ₮","1,000,000 ₮",Г. А***Д,10:12:01
812,"400,050,000 ₮","1,000,000 ₮",Ч. Б***Т,10:11:47
811,"399,050,000 ₮","1,000,000 ₮",Г. А***Д,10:11:47
810,"398,050,000 ₮","50,000 ₮",Д. О***Р,10:11:38
809,"398,000,000 ₮","50,000 ₮",Ч. Б***Т,10:11:21
808,"397,950,000 ₮","100,000 ₮",Т. Б***А,10:10:46
807,"397,850,000 ₮","50,000 ₮",Ч. Б***Т,10:10:45
806,"397,800,000 ₮","500,000 ₮",Г. А***Д,10:10:44
805,"397,300,000 ₮","50,000 ₮",Ч. Б***Т,10:10:03
804,"397,250,000 ₮","1,000,000 ₮",С. Г***Р,10:09:26
803,"396,250,000 ₮","100,000 ₮",Д. О***Р,10:09:23
802,"396,150,000 ₮","100,000 ₮",Ж. Э***Д,10:09:14
801,"396,050,000 ₮","50,000 ₮",А. М***Х,10:09:14
800,"396,000,000 ₮","100,000 ₮",Ж. Э***Д,10:09:13
799,"395,900,000 ₮","1,000,000 ₮",С. Г***Р,10:08:55
798,"394,900,000 ₮","1,000,000 ₮",Ц. Б***Ж,10:08:45
797,"393,900,000 ₮","50,000 ₮",С. Г***Р,10:07:55
796,"393,850,000 ₮","1,000,000 ₮",Э. Ж***Н,10:07:47
795,"392,850,000 ₮","300,000 ₮",С. Б***Х,10:07:19
794,"392,550,000 ₮","50,000 ₮",Б. Б***А,10:07:16
793,"392,500,000 ₮","50,000 ₮",Ч. Б***Т,10:07:08
792,"392,450,000 ₮","50,000 ₮",Б. Б***А,10:06:16
791,"392,400,000 ₮","100,000 ₮",И. Б***В,10:05:31
790,"392,300,000 ₮","50,000 ₮",Ч. Б***Т,10:04:51
789,"392,250,000 ₮","1,000,000 ₮",Г. Ц***А,10:04:11
788,"391,250,000 ₮","1,000,000 ₮",Н. Э***С,10:03:44
787,"390,250,000 ₮","50,000 ₮",Ч. Б***Т,10:03:16
786,"390,200,000 ₮","1,000,000 ₮",Б. Б***А,10:03:14
785,"389,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:03:08
784,"388,200,000 ₮","1,000,000 ₮",Б. Б***А,10:02:59
783,"387,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:02:28
782,"386,200,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:22
781,"385,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:02:17
780,"384,200,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:17
779,"383,200,000 ₮","1,000,000 ₮",Г. Ц***А,10:02:16
778,"382,200,000 ₮","1,000,000 ₮",Б. Б***А,10:02:14
777,"381,200,000 ₮","50,000 ₮",Н. Э***С,10:02:10
776,"381,150,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:10
775,"380,150,000 ₮","1,000,000 ₮",Б. Б***А,10:02:04
774,"379,150,000 ₮","1,000,000 ₮",Х. Б***Р,10:02:03
773,"378,150,000 ₮","1,000,000 ₮",Г. Ц***А,10:01:51
772,"377,150,000 ₮","100,000 ₮",Б. Б***А,10:01:20
771,"377,050,000 ₮","50,000 ₮",Ч. Б***Т,10:01:13
770,"377,000,000 ₮","1,000,000 ₮",Б. Б***А,10:01:08
769,"376,000,000 ₮","500,000 ₮",Н. Э***С,10:01:01
768,"375,500,000 ₮","1,000,000 ₮",Б. Б***А,10:00:51
767,"374,500,000 ₮","50,000 ₮",Д. Ц***Р,10:00:48
766,"374,450,000 ₮","1,000,000 ₮",Ч. М***Р,10:00:47
765,"373,450,000 ₮","1,000,000 ₮",Б. Б***А,10:00:33
764,"372,450,000 ₮","50,000 ₮",Д. Ц***Р,10:00:30
763,"372,400,000 ₮","50,000 ₮",С. Г***Р,10:00:28
762,"372,350,000 ₮","1,000,000 ₮",Б. Б***А,10:00:21
761,"371,350,000 ₮","50,000 ₮",Д. Ц***Р,10:00:13
760,"371,300,000 ₮","50,000 ₮",Ч. Б***Т,10:00:13
759,"371,250,000 ₮","1,000,000 ₮",Ч. М***Р,09:59:20
758,"370,250,000 ₮","50,000 ₮",Д. Ц***Р,09:59:05
757,"370,200,000 ₮","500,000 ₮",Ч. М***Р,09:59:00
756,"369,700,000 ₮","50,000 ₮",Д. Ц***Р,09:58:51
755,"369,650,000 ₮","50,000 ₮",Ч. Б***Т,09:58:28
754,"369,600,000 ₮","100,000 ₮",Ч. М***Р,09:58:11
753,"369,500,000 ₮","50,000 ₮",Ч. Б***Т,09:58:08
752,"369,450,000 ₮","50,000 ₮",С. Б***Х,09:57:56
751,"369,400,000 ₮","50,000 ₮",Д. Ц***Р,09:57:55
750,"369,350,000 ₮","500,000 ₮",Ч. М***Р,09:57:39
749,"368,850,000 ₮","50,000 ₮",Д. Ц***Р,09:57:31
748,"368,800,000 ₮","50,000 ₮",Ч. М***Р,09:57:14
747,"368,750,000 ₮","50,000 ₮",Ж. Э***Д,09:56:53
746,"368,700,000 ₮","50,000 ₮",Ч. М***Р,09:56:50
745,"368,650,000 ₮","50,000 ₮",Ч. Б***Т,09:56:39
744,"368,600,000 ₮","50,000 ₮",Д. Ц***Р,09:56:32
743,"368,550,000 ₮","50,000 ₮",Ч. М***Р,09:56:24
742,"368,500,000 ₮","50,000 ₮",С. Б***Х,09:56:19
741,"368,450,000 ₮","50,000 ₮",Ч. М***Р,09:55:46
740,"368,400,000 ₮","50,000 ₮",С. Б***Х,09:55:34
739,"368,350,000 ₮","50,000 ₮",Ч. М***Р,09:55:13
738,"368,300,000 ₮","50,000 ₮",Ч. Б***Т,09:55:10
737,"368,250,000 ₮","50,000 ₮",С. Г***Р,09:55:02
736,"368,200,000 ₮","100,000 ₮",Ч. М***Р,09:54:57
735,"368,100,000 ₮","50,000 ₮",С. Г***Р,09:54:51
734,"368,050,000 ₮","1,000,000 ₮",Ү. Б***Э,09:54:44
733,"367,050,000 ₮","500,000 ₮",Ч. М***Р,09:54:29
732,"366,550,000 ₮","50,000 ₮",Ч. Б***Т,09:54:24
731,"366,500,000 ₮","50,000 ₮",Ц. О***Л,09:54:23
730,"366,450,000 ₮","50,000 ₮",С. Б***Х,09:54:15
729,"366,400,000 ₮","50,000 ₮",Ч. Б***Т,09:53:55
728,"366,350,000 ₮","50,000 ₮",С. Г***Р,09:53:46
727,"366,300,000 ₮","50,000 ₮",Ч. Б***Т,09:53:05
726,"366,250,000 ₮","1,000,000 ₮",Х. Б***Р,09:52:56
725,"365,250,000 ₮","50,000 ₮",Ч. Б***Т,09:51:21
724,"365,200,000 ₮","50,000 ₮",С. Б***Х,09:50:50
723,"365,150,000 ₮","50,000 ₮",Ц. О***Л,09:50:23
722,"365,100,000 ₮","50,000 ₮",С. Б***Х,09:49:54
721,"365,050,000 ₮","500,000 ₮",Ж. Э***Д,09:49:50
720,"364,550,000 ₮","50,000 ₮",Ж. А***Г,09:49:10
719,"364,500,000 ₮","1,000,000 ₮",Х. Б***Р,09:48:59
718,"363,500,000 ₮","50,000 ₮",Ц. О***Л,09:48:48
717,"363,450,000 ₮","1,000,000 ₮",Д. О***Р,09:48:41
716,"362,450,000 ₮","1,000,000 ₮",Ч. Б***Т,09:48:40
715,"361,450,000 ₮","1,000,000 ₮",Д. О***Р,09:48:28
714,"360,450,000 ₮","1,000,000 ₮",Х. Б***Р,09:46:39
713,"359,450,000 ₮","500,000 ₮",С. Г***Р,09:46:17
712,"358,950,000 ₮","1,000,000 ₮",Ч. Б***Т,09:46:10
711,"357,950,000 ₮","300,000 ₮",Д. О***Р,09:45:55
710,"357,650,000 ₮","50,000 ₮",С. Г***Р,09:45:54
709,"357,600,000 ₮","50,000 ₮",М. Х***Н,09:45:53
708,"357,550,000 ₮","100,000 ₮",Д. О***Р,09:45:51
707,"357,450,000 ₮","50,000 ₮",Ц. О***Л,09:44:49
706,"357,400,000 ₮","50,000 ₮",Ч. Б***Т,09:44:22
705,"357,350,000 ₮","1,000,000 ₮",С. Б***Х,09:43:50
704,"356,350,000 ₮","50,000 ₮",Ч. Б***Т,09:43:48
703,"356,300,000 ₮","50,000 ₮",Ц. О***Л,09:43:45
702,"356,250,000 ₮","50,000 ₮",С. Г***Р,09:43:45
701,"356,200,000 ₮","50,000 ₮",Ц. О***Л,09:43:45
700,"356,150,000 ₮","100,000 ₮",С. Б***Х,09:43:45
699,"356,050,000 ₮","50,000 ₮",Ц. О***Л,09:43:43
698,"356,000,000 ₮","50,000 ₮",Д. О***Р,09:41:59
697,"355,950,000 ₮","50,000 ₮",С. Г***Р,09:41:42
696,"355,900,000 ₮","50,000 ₮",Г. Г***Р,09:41:41
695,"355,850,000 ₮","100,000 ₮",С. Б***Х,09:41:38
694,"355,750,000 ₮","50,000 ₮",Д. О***Р,09:41:32
693,"355,700,000 ₮","50,000 ₮",Ц. О***Л,09:41:31
692,"355,650,000 ₮","1,000,000 ₮",Д. О***Р,09:41:28
691,"354,650,000 ₮","50,000 ₮",С. Г***Р,09:41:28
690,"354,600,000 ₮","50,000 ₮",Ж. А***Г,09:41:28
689,"354,550,000 ₮","100,000 ₮",Д. О***Р,09:41:19
688,"354,450,000 ₮","50,000 ₮",Ц. Б***Х,09:41:11
687,"354,400,000 ₮","50,000 ₮",С. Г***Р,09:40:59
686,"354,350,000 ₮","50,000 ₮",Ч. Б***Т,09:40:05
685,"354,300,000 ₮","50,000 ₮",О. Б***Н,09:39:55
684,"354,250,000 ₮","50,000 ₮",Ж. А***Г,09:39:51
683,"354,200,000 ₮","50,000 ₮",С. Г***Р,09:39:39
682,"354,150,000 ₮","100,000 ₮",О. Б***Н,09:39:18
681,"354,050,000 ₮","100,000 ₮",М. Б***Н,09:38:42
680,"353,950,000 ₮","100,000 ₮",С. Г***Р,09:38:35
679,"353,850,000 ₮","1,000,000 ₮",Д. Л***Н,09:38:29
678,"352,850,000 ₮","50,000 ₮",С. Г***Р,09:38:25
677,"352,800,000 ₮","50,000 ₮",Ч. Б***Т,09:38:20
676,"352,750,000 ₮","50,000 ₮",С. Г***Р,09:38:01
675,"352,700,000 ₮","50,000 ₮",Г. Э***Г,09:38:00
674,"352,650,000 ₮","100,000 ₮",С. Б***Х,09:37:39
673,"352,550,000 ₮","50,000 ₮",С. Г***Р,09:36:51
672,"352,500,000 ₮","1,000,000 ₮",О. Б***Р,09:36:44
671,"351,500,000 ₮","50,000 ₮",С. Г***Р,09:36:40
670,"351,450,000 ₮","50,000 ₮",Ч. Б***Т,09:36:32
669,"351,400,000 ₮","1,000,000 ₮",С. Г***Р,09:36:11
668,"350,400,000 ₮","50,000 ₮",Б. А***К,09:36:04
667,"350,350,000 ₮","1,000,000 ₮",С. Г***Р,09:36:02
666,"349,350,000 ₮","1,000,000 ₮",С. Б***Х,09:35:55
665,"348,350,000 ₮","1,000,000 ₮",С. Г***Р,09:35:46
664,"347,350,000 ₮","50,000 ₮",С. Б***Х,09:35:40
663,"347,300,000 ₮","1,000,000 ₮",С. Г***Р,09:35:20
662,"346,300,000 ₮","50,000 ₮",С. Б***Х,09:35:04
661,"346,250,000 ₮","50,000 ₮",С. Г***Р,09:34:54
660,"346,200,000 ₮","1,000,000 ₮",Ж. Б***Ү,09:34:45
659,"345,200,000 ₮","50,000 ₮",Т. Б***А,09:34:41
658,"345,150,000 ₮","50,000 ₮",Ч. Б***Т,09:34:30
657,"345,100,000 ₮","50,000 ₮",С. Г***Р,09:34:27
656,"345,050,000 ₮","1,000,000 ₮",С. Б***Х,09:33:50
655,"344,050,000 ₮","50,000 ₮",Ц. О***Л,09:33:48
654,"344,000,000 ₮","1,000,000 ₮",С. С***Н,09:33:38
653,"343,000,000 ₮","1,000,000 ₮",С. Б***Х,09:33:33
652,"342,000,000 ₮","50,000 ₮",С. Г***Р,09:33:13
651,"341,950,000 ₮","50,000 ₮",Д. О***Р,09:33:00
650,"341,900,000 ₮","50,000 ₮",Ч. Б***Т,09:32:51
649,"341,850,000 ₮","50,000 ₮",Д. О***Р,09:32:44
648,"341,800,000 ₮","1,000,000 ₮",С. Б***Х,09:32:30
647,"340,800,000 ₮","50,000 ₮",Ц. О***Л,09:32:25
646,"340,750,000 ₮","50,000 ₮",С. Г***Р,09:32:15
645,"340,700,000 ₮","50,000 ₮",Т. Б***А,09:32:11
644,"340,650,000 ₮","50,000 ₮",С. Г***Р,09:31:39
643,"340,600,000 ₮","50,000 ₮",С. Б***Х,09:31:39
642,"340,550,000 ₮","1,000,000 ₮",С. С***Н,09:31:36
641,"339,550,000 ₮","50,000 ₮",С. Г***Р,09:30:51
640,"339,500,000 ₮","1,000,000 ₮",Ч. Б***Т,09:30:44
639,"338,500,000 ₮","50,000 ₮",Т. Б***А,09:30:22
638,"338,450,000 ₮","50,000 ₮",Ч. Б***Т,09:30:14
